node,polarity,fan_size,pos
n_001228,neutral,869,"(501.305328, 1356.619141)"
n_00123,neutral,804,"(-563.231262, -183.557236)"
n_001230,neutral,6958,"(10.204617, -636.592346)"
n_001231,neutral,6802,"(948.568604, 121.400436)"
n_001232,neutral,93156,"(109.396439, -725.562988)"
n_001235,neutral,1096396,"(-443.563416, -129.152527)"
n_001236,neutral,48240,"(612.776794, 1297.432861)"
n_001237,neutral,4195,"(-301.568726, -257.253876)"
n_001239,neutral,113445,"(943.510803, 89.514084)"
n_00124,neutral,790,"(-469.318756, -522.506653)"
n_001240,neutral,26270,"(605.035828, 1423.737549)"
n_001243,neutral,7569,"(652.488892, 1438.930908)"
n_001245,neutral,41379,"(53.46756, -534.976685)"
n_001246,neutral,135592,"(587.173584, 1493.534912)"
n_001248,neutral,216774,"(721.37146, 1438.636963)"
n_001250,neutral,8069,"(546.238281, 1284.181763)"
n_001256,neutral,8715,"(299.559418, 1398.079834)"
n_001257,neutral,140009,"(869.002625, 78.756912)"
n_001266,neutral,2537580,"(873.296021, 136.02005)"
n_00127,neutral,872,"(350.438171, 327.537201)"
n_001277,neutral,153436,"(-35.598835, -367.999268)"
n_00128,neutral,56268,"(-487.11557, 1051.769775)"
n_001282,neutral,19865,"(850.410889, -141.842056)"
n_001283,neutral,128,"(-159.005173, -1038.195679)"
n_001287,neutral,3630,"(884.203308, 572.515564)"
n_001289,neutral,803,"(-544.967651, -592.065796)"
n_00129,neutral,121,"(83.820107, -46.138359)"
n_001290,neutral,111,"(-1089.137207, -525.749451)"
n_001291,neutral,14564,"(-1245.873657, -966.121216)"
n_001295,neutral,174,"(-1120.308838, -453.27301)"
n_001296,neutral,13923,"(1148.471313, 798.446106)"
n_0013,neutral,4569,"(-4711.047852, 25781.25)"
n_001300,neutral,8057,"(25781.25, 7332.337891)"
n_001301,neutral,31,"(-227.122253, -1375.655029)"
n_001302,neutral,294,"(2176.446777, 1513.825439)"
n_001303,neutral,168,"(2169.575195, 1518.254883)"
n_001304,neutral,54696,"(-99.672173, 1727.35498)"
n_001305,neutral,9950,"(2182.759277, 1507.936035)"
n_001306,neutral,336,"(-880.158875, 255.11734)"
n_001307,neutral,885,"(-870.769775, 261.602539)"
n_001308,neutral,734,"(-598.539551, 214.252502)"
n_001309,neutral,161,"(-878.718567, 244.899292)"
n_001310,neutral,301,"(2173.742676, 1529.204834)"
n_001311,neutral,790,"(2174.654053, 1497.51123)"
n_001312,neutral,1102,"(513.892883, 1562.771118)"
n_001314,neutral,3348,"(2162.107178, 1512.238403)"
n_001315,neutral,283,"(2148.467529, 1500.532715)"
n_001316,neutral,1572668,"(-561.888611, 1116.024536)"
n_001317,neutral,16822,"(2186.965088, 1517.326416)"
n_001318,neutral,52,"(-24218.75, -13142.772461)"
n_001320,neutral,18,"(2161.984863, 1526.17041)"
n_001321,neutral,45,"(2169.467285, 1505.580322)"
n_001325,neutral,147,"(-198.390518, -71.781433)"
n_001326,neutral,2284,"(1852.336304, 548.313049)"
n_00134,neutral,344,"(-24218.75, -13492.666992)"
n_00137,neutral,1472,"(304.29361, 837.969055)"
n_0014,neutral,3600,"(501.231049, -616.968079)"
n_00142,neutral,20078,"(235.977295, 229.772614)"
n_00144,neutral,873,"(-431.059998, -1368.225342)"
n_00145,neutral,5155,"(-19.235634, 1806.310425)"
n_00146,neutral,1424,"(522.994385, 2315.014404)"
n_00147,neutral,825,"(-237.107895, -1331.533447)"
n_0015,neutral,1612,"(507.359314, 630.625183)"
n_00151,neutral,1414,"(-464.162323, 1088.585938)"
n_00152,neutral,3480,"(1758.594238, 531.863281)"
n_00153,neutral,5372,"(-46.777302, 129.496872)"
n_00155,neutral,203,"(-124.396591, 1415.226196)"
n_00156,neutral,41,"(-109.825073, 2072.379883)"
n_00157,neutral,377,"(-100.458, 2076.688721)"
n_00159,neutral,0,"(456.864838, 1850.763062)"
n_0016,neutral,4870,"(-36.500935, 231.591003)"
n_00161,neutral,52,"(-88.049568, -128.684601)"
n_00162,neutral,1117,"(1020.405151, -523.515564)"
n_00163,neutral,7940,"(368.014587, 876.486084)"
n_00164,neutral,2682,"(539.280518, 1699.738647)"
n_00165,neutral,20785,"(-173.018097, 136.204407)"
n_00166,neutral,299418,"(-148.707169, -37.785362)"
n_00167,neutral,64,"(-314.018768, -950.895508)"
n_00168,neutral,141,"(57.501896, -775.516663)"
n_00169,neutral,135,"(77.036751, -1105.659668)"
n_0017,neutral,404,"(282.870544, 1261.909058)"
n_00170,neutral,776,"(115.080856, -1105.800781)"
n_00171,neutral,19,"(102.210571, -1103.192261)"
n_00172,neutral,1020,"(110.661789, -1089.590332)"
n_00173,neutral,4174,"(111.033936, -1098.022583)"
n_00176,neutral,1885,"(90.214172, -1106.73645)"
n_00177,neutral,569,"(-141.833374, 1541.913696)"
n_00178,neutral,478,"(-928.659241, 253.954224)"
n_00179,neutral,95,"(-1071.325684, 331.661407)"
n_0018,neutral,1710,"(-496.826813, 1050.089111)"
n_00180,neutral,954,"(-1061.638672, 352.038544)"
n_00181,neutral,203,"(-725.247314, 124.217735)"
n_00182,neutral,1206,"(-1052.968262, 344.910919)"
n_00183,neutral,250,"(-1050.785767, 362.108795)"
n_00184,neutral,184,"(-1046.611328, 351.561676)"
n_00185,neutral,230,"(-50.570385, -610.809753)"
n_00186,neutral,5715,"(-137.458267, -432.936615)"
n_0019,neutral,458,"(-24218.75, 10130.768555)"
n_00190,neutral,723,"(34.316669, -585.607544)"
n_00191,neutral,1027,"(-213.719421, -1030.248291)"
n_00192,neutral,1238,"(-208.19252, -1040.795654)"
n_00193,neutral,223,"(-223.684402, -1035.049316)"
n_00194,neutral,82,"(-225.335785, -1025.542969)"
n_00195,neutral,829,"(-338.017212, -753.006042)"
n_00196,neutral,2903,"(-223.622498, -1044.93042)"
n_00197,neutral,269,"(-213.782242, -1049.118652)"
n_00198,neutral,77,"(-234.866013, -1034.202881)"
n_00199,neutral,0,"(266.805695, 1660.298096)"
n_002,neutral,4616,"(-1249.424316, 25781.25)"
n_0020,neutral,1114,"(-551.618896, -129.476395)"
n_00200,neutral,2197,"(1761.478027, 548.975708)"
n_00201,neutral,4431,"(-3704.443848, -95.773323)"
n_00202,neutral,295,"(152.701096, -127.567337)"
n_00204,neutral,61,"(261.831787, -1036.203003)"
n_00206,neutral,338,"(-117.696808, -100.418221)"
n_00208,neutral,816,"(-34.440907, 1746.170166)"
n_00209,neutral,1049,"(-14.560541, 1615.422363)"
n_0021,neutral,3641,"(-3933.925781, -16.741646)"
n_00210,neutral,10083,"(-352.985199, -775.760193)"
n_00211,neutral,715,"(-347.320618, -784.718628)"
n_00212,neutral,598075,"(-932.487549, -726.767761)"
n_00213,neutral,7873,"(611.252991, 278.728943)"
n_00214,neutral,26323,"(1614.924561, 513.439331)"
n_00215,neutral,548,"(-4141.083008, -69.443268)"
n_00216,neutral,5839,"(-4135.299316, -81.688339)"
n_00217,neutral,72,"(-4053.474365, -96.898064)"
n_00218,neutral,416392,"(-4144.987305, -80.022682)"
n_00219,neutral,386,"(-4150.616699, -67.552536)"
n_0022,neutral,200,"(293.631439, 1197.474487)"
n_00220,neutral,1924,"(-4048.449951, -72.555115)"
n_00221,neutral,474,"(-4111.135742, -49.931881)"
n_00222,neutral,2489,"(287.253326, -1625.630493)"
n_00223,neutral,2576,"(302.489471, -1685.610107)"
n_00224,neutral,1659,"(277.353729, -1634.692749)"
n_00225,neutral,1047,"(289.315765, -1636.018433)"
n_00226,neutral,23881,"(283.261597, -1599.332275)"
n_00229,neutral,2583,"(-401.695923, 307.774231)"
n_0023,neutral,342,"(-26.113752, 832.52063)"
n_00230,neutral,116,"(-494.421783, 221.735687)"
n_00231,neutral,67,"(102.692032, -961.08197)"
n_00232,neutral,619,"(-376.130066, -1248.422363)"
n_00233,neutral,184,"(-62.161343, -1031.851318)"
n_00234,neutral,305,"(-30.56251, -168.282074)"
n_00235,neutral,210,"(87.047546, -106.258644)"
n_00236,neutral,11885,"(-4006.123535, -18.172112)"
n_00238,neutral,214,"(-37.88615, 1969.021851)"
n_00239,neutral,951,"(-88.62513, 1982.84314)"
n_0024,neutral,1311,"(-67.597618, 1684.939087)"
n_00240,neutral,1914,"(-168.15654, -202.233597)"
n_00242,neutral,1558,"(-30.398153, -941.588196)"
n_00243,neutral,431,"(-161.492798, 1471.133423)"
n_00244,neutral,340,"(-183.169159, 1470.859863)"
n_00245,neutral,820,"(-169.550278, 1464.67334)"
n_00246,neutral,12260,"(-216.886963, 1505.689453)"
n_00247,neutral,89,"(-174.540359, 1440.805054)"
n_00248,neutral,333,"(-166.964554, 1447.5354)"
n_00249,neutral,318,"(-185.711594, 1461.768921)"
n_0025,neutral,835,"(525.512268, 761.813049)"
n_00250,neutral,26943,"(-339.859406, 758.936646)"
n_00251,neutral,278,"(-172.409607, 1472.762695)"
n_00252,neutral,51,"(-164.623703, 1455.581787)"
n_00253,neutral,156,"(-132.099258, 1549.172974)"
n_00254,neutral,62,"(-190.518829, 1448.781128)"
n_00255,neutral,495,"(186.838806, -1056.602783)"
n_00256,neutral,768,"(198.37558, -1096.984863)"
n_00257,neutral,67,"(643.289795, -774.317078)"
n_00258,neutral,18,"(649.019348, -742.3302)"
n_00259,neutral,27,"(650.413574, -763.825195)"
n_00260,neutral,41,"(637.813843, -762.626526)"
n_00261,neutral,823,"(659.7724, -760.898315)"
n_00262,neutral,131,"(639.05835, -752.011536)"
n_00263,neutral,158,"(649.495056, -755.338501)"
n_00264,neutral,189,"(421.268097, -450.823181)"
n_00266,neutral,98,"(665.37854, -752.637451)"
n_00268,neutral,19283,"(-4037.38623, -99.126144)"
n_00269,neutral,196,"(-323.4729, -732.0979)"
n_0027,neutral,1080,"(937.856689, -45.34882)"
n_00271,neutral,87,"(-3966.917725, -9.860592)"
n_00272,neutral,4137,"(-399.558502, 1020.885132)"
n_00273,neutral,3023,"(-1157.717285, -392.194092)"
n_00274,neutral,1102,"(73.297554, -1219.384521)"
n_00275,neutral,1715,"(232.817276, -665.820068)"
n_00276,neutral,886,"(-978.556824, 375.278442)"
n_00277,neutral,105646,"(295.732513, -454.522736)"
n_00278,neutral,2353,"(239.248428, -500.26358)"
n_0028,neutral,6428,"(386.602448, 1351.376221)"
n_00282,neutral,1271,"(-3816.395752, -96.34053)"
n_00283,neutral,483,"(-663.523132, -112.756905)"
n_00284,neutral,43,"(-13.595756, 1882.890747)"
n_00285,neutral,301,"(26.99049, 1827.619629)"
n_00286,neutral,838,"(128.344528, 1876.936035)"
n_00287,neutral,35782,"(-84.849007, 1745.983276)"
n_00288,neutral,5347,"(293.981934, -1687.842773)"
n_00289,neutral,4038,"(53.432858, -1029.383423)"
n_0029,neutral,136,"(-382.451447, -501.832214)"
n_00290,neutral,72919,"(-3858.2854, 17.072977)"
n_00291,neutral,129,"(-185.013321, 1748.861816)"
n_00292,neutral,20999,"(-205.300201, 1765.320068)"
n_00294,neutral,4872,"(-207.965149, 1784.185791)"
n_00295,neutral,475,"(-1001.84082, 354.882721)"
n_00296,neutral,793,"(-989.083313, 348.632141)"
n_00297,neutral,882,"(-981.080566, 352.861725)"
n_00298,neutral,299,"(-4.927805, 1702.152222)"
n_00299,neutral,455,"(355.212585, -394.686249)"
n_0030,neutral,95,"(-244.634827, -338.991364)"
n_00300,neutral,1192,"(-226.79599, -177.150787)"
n_00301,neutral,3541,"(-68.249397, 1972.589966)"
n_00302,neutral,6042,"(-194.119858, -1192.734619)"
n_00303,neutral,500,"(268.069946, -668.83728)"
n_00304,neutral,247,"(170.750992, -601.001709)"
n_00306,neutral,10575,"(261.760498, -676.916321)"
n_00308,neutral,1025,"(309.387787, -865.924072)"
n_00309,neutral,546,"(-1.483342, -1015.845276)"
n_0031,neutral,784,"(1752.549072, 548.710327)"
n_00310,neutral,2807,"(-4206.086426, -81.274315)"
n_00311,neutral,8386,"(-4026.701416, -79.159859)"
n_00312,neutral,214,"(-220.148331, 1497.680298)"
n_00313,neutral,145,"(-178.183411, 1454.114014)"
n_00314,neutral,627,"(413.78186, 1838.974243)"
n_00315,neutral,21,"(581.993835, -618.772095)"
n_00316,neutral,494,"(582.131653, -607.760376)"
n_00317,neutral,10894,"(377.68924, 1858.464844)"
n_00318,neutral,251,"(-68.537445, 1609.846313)"
n_00319,neutral,801,"(-996.991272, 293.327148)"
n_0032,neutral,48,"(292.384613, -244.152817)"
n_00320,neutral,27,"(173.537842, -45.374397)"
n_00321,neutral,1281,"(331.975433, -147.861923)"
n_00322,neutral,603,"(32.18433, -141.168549)"
n_00324,neutral,8222,"(-3670.20459, -97.0271)"
n_00325,neutral,37253,"(-3526.497803, -100.567955)"
n_00326,neutral,758,"(-1317.696167, -411.091278)"
n_00329,neutral,2031,"(211.100861, -308.282043)"
n_0033,neutral,1436,"(-191.133774, -451.914978)"
n_00330,neutral,41,"(267.685913, -148.549301)"
n_00331,neutral,2309,"(580.82782, 1607.081909)"
n_00332,neutral,50063,"(591.014709, 1610.714478)"
n_00333,neutral,861,"(-3939.217529, -49.946358)"
n_00334,neutral,1374,"(29.018379, -1021.288269)"
n_00335,neutral,536,"(441.24292, -588.499878)"
n_00336,neutral,29380,"(-207.920532, -1206.921265)"
n_00338,neutral,1606,"(140.768829, -1156.599243)"
n_00339,neutral,55113,"(592.493958, -888.195496)"
n_00340,neutral,1609,"(-872.728821, 337.445709)"
n_00341,neutral,779,"(1039.775146, 353.325348)"
n_00342,neutral,2713,"(377.508698, -677.449341)"
n_00343,neutral,3107,"(-4182.342285, -79.487473)"
n_00344,neutral,199,"(143.691971, -763.107239)"
n_00345,neutral,14629,"(-4019.561279, -60.219528)"
n_00346,neutral,111,"(-89.276527, 1679.178345)"
n_00347,neutral,4526,"(-221.455765, 1804.103882)"
n_00348,neutral,3930,"(-179.748703, 1720.491577)"
n_00349,neutral,769,"(-1021.418884, 365.908051)"
n_00350,neutral,193,"(-4152.154785, -37.379322)"
n_00351,neutral,371,"(-4078.901855, -7.951035)"
n_00352,neutral,1266,"(345.209961, 1699.974854)"
n_00353,neutral,1762,"(-87.106812, 1797.472046)"
n_00354,neutral,6792,"(-23.542274, 1837.443848)"
n_00355,neutral,8180,"(-638.901306, 596.463379)"
n_00356,neutral,3896,"(-4200.183105, -70.011124)"
n_00357,neutral,1217,"(-3913.998779, -39.290657)"
n_00358,neutral,344,"(-166.441193, 1184.814209)"
n_00359,neutral,529,"(303.8396, -1529.301147)"
n_00362,neutral,654,"(-171.481476, -433.599304)"
n_00363,neutral,1564,"(555.924561, -959.774597)"
n_00364,neutral,161,"(-10.800504, 1514.836304)"
n_00365,neutral,3440,"(13.406625, 1647.389038)"
n_00366,neutral,189,"(-1330.583984, -366.980469)"
n_00367,neutral,852,"(-145.758011, -757.412231)"
n_00368,neutral,42599,"(209.730179, 1054.794312)"
n_00369,neutral,3403,"(404.034515, -845.164673)"
n_0037,neutral,331,"(-437.893158, 130.78653)"
n_00370,neutral,8112,"(175.482162, -894.046265)"
n_00371,neutral,425,"(-33.95937, 1778.73584)"
n_00374,neutral,801,"(-163.417831, -990.008606)"
n_00377,neutral,196092,"(-3909.060303, -68.923592)"
n_00378,neutral,27011,"(-28.517794, 1317.877075)"
n_00379,neutral,4934,"(-506.525482, 172.712738)"
n_00380,neutral,4329,"(571.028015, -1056.38208)"
n_00381,neutral,1077,"(469.702026, 1824.27417)"
n_00382,neutral,5859,"(-97.144218, -332.444427)"
n_00383,neutral,20511,"(-259.170593, -632.572388)"
n_00384,neutral,8548,"(497.871887, 92.746284)"
n_00388,neutral,232,"(-17.480417, 1664.772583)"
n_0039,neutral,649,"(23178.716797, -18758.431641)"
n_00390,neutral,1671,"(142.696732, -941.855652)"
n_00391,neutral,79,"(390.332275, 953.452026)"
n_00392,neutral,3770,"(447.748871, -891.399536)"
n_00393,neutral,52822,"(-3920.164307, -116.015099)"
n_00394,neutral,984,"(-77.065735, 33.147915)"
n_00395,neutral,6041,"(-26.257313, 1572.236572)"
n_00396,neutral,1748,"(-122.465836, -291.937256)"
n_00399,neutral,340,"(230.77121, -372.358429)"
n_00400,neutral,306,"(-138.887833, -911.135498)"
n_00401,neutral,1120,"(-149.744629, -906.145752)"
n_00402,neutral,42544,"(-57.174305, 1871.19397)"
n_00403,neutral,1334,"(99.494308, -77.285286)"
n_00404,neutral,43364,"(-267.574188, -468.71347)"
n_00405,neutral,2107,"(-758.35083, 289.95517)"
n_00406,neutral,1355,"(-124.283104, -816.703003)"
n_00407,neutral,724,"(-3961.553223, 18.407551)"
n_00408,neutral,3752,"(-1015.340576, 328.813232)"
n_00409,neutral,1697,"(-49.693455, -229.979187)"
n_0041,neutral,1343,"(-186.802734, -347.935394)"
n_00410,neutral,1303,"(-329.617828, -144.861465)"
n_00411,neutral,3731,"(-969.851013, 309.528625)"
n_00412,neutral,1149,"(-301.831665, -283.657501)"
n_00413,neutral,2752,"(282.707581, -756.325134)"
n_00414,neutral,563,"(-1132.142212, -386.464172)"
n_00416,neutral,865,"(-169.353394, -856.186035)"
n_00417,neutral,15865,"(-746.342651, 220.419891)"
n_00418,neutral,546,"(-680.292236, -111.913086)"
n_00419,neutral,649,"(-392.666901, -162.115067)"
n_00420,neutral,36284,"(995.071289, 456.565979)"
n_00421,neutral,2112,"(790.119629, 1312.434937)"
n_00423,neutral,4096,"(1196.213379, 436.225067)"
n_00424,neutral,803,"(-1346.126221, -329.984039)"
n_00425,neutral,559,"(-886.93866, 306.332764)"
n_00427,neutral,1393484,"(-69.378799, 481.438538)"
n_00428,neutral,326,"(676.971191, 1474.284058)"
n_00429,neutral,989,"(-377.794708, 188.068604)"
n_0043,neutral,3061,"(-572.826721, -74.192001)"
n_00430,neutral,43,"(-174.434311, -947.680908)"
n_00431,neutral,238,"(-159.924057, -949.069336)"
n_00433,neutral,2642,"(-3863.750732, -95.872169)"
n_00435,neutral,801,"(-722.659424, -89.737846)"
n_00436,neutral,8849,"(-3932.114014, 29.404882)"
n_00437,neutral,298902,"(-495.232086, 643.782593)"
n_00438,neutral,2623,"(-4009.115967, -95.10154)"
n_00439,neutral,2832,"(-4112.421875, -9.913972)"
n_00441,neutral,332,"(417.837769, -934.284973)"
n_00442,neutral,1876,"(29.619322, -746.899902)"
n_00443,neutral,111,"(-1341.587769, -383.434509)"
n_00444,neutral,538,"(-751.967957, -24.783442)"
n_00445,neutral,93077,"(23.106905, 523.729309)"
n_00446,neutral,1628,"(-972.677124, 291.324524)"
n_00449,neutral,2674,"(-1266.399292, -402.238434)"
n_0045,neutral,484,"(-195.118256, 1772.950806)"
n_00450,neutral,5267,"(-4054.124756, -48.236103)"
n_00451,neutral,6390,"(-3848.678955, -76.840675)"
n_00453,neutral,8050,"(827.698059, 219.499237)"
n_00455,neutral,13800,"(-240.301651, 287.028351)"
n_00457,neutral,2551,"(548.591492, -233.2052)"
n_00459,neutral,124,"(-261.709534, -522.408447)"
n_00461,neutral,4207,"(-659.484741, 189.156647)"
n_00463,neutral,9150,"(-3881.752686, -46.889477)"
n_00465,neutral,270,"(464.374054, -936.202637)"
n_00466,neutral,10130,"(785.714478, 1602.104614)"
n_00468,neutral,44688,"(735.265198, 1341.448364)"
n_00469,neutral,6462,"(745.32666, 1430.210815)"
n_0047,neutral,891,"(-9101.257813, 25781.25)"
n_00470,neutral,326,"(-52.719517, 1556.770874)"
n_00473,neutral,2760,"(-157.844803, -269.220337)"
n_00475,neutral,2011,"(-1022.81012, 299.781921)"
n_00476,neutral,1733,"(-32.613697, 1649.484741)"
n_00477,neutral,3634,"(-18.759054, -632.325012)"
n_00478,neutral,3082,"(-336.097443, 265.769592)"
n_00479,neutral,153,"(1145.538452, 398.274719)"
n_00480,neutral,8324,"(92.231277, 23.729557)"
n_00481,neutral,236,"(-42.555038, -497.189758)"
n_00484,neutral,29,"(220.749023, -260.776642)"
n_00485,neutral,62576,"(-539.204773, -426.427368)"
n_00486,neutral,6445,"(-339.13736, -116.472412)"
n_00488,neutral,2507578,"(-2687.368652, -28.533075)"
n_00489,neutral,4533,"(-4081.401855, -62.125179)"
n_0049,neutral,10386,"(18408.027344, 23647.150391)"
n_00490,neutral,322,"(-496.928772, 99.691269)"
n_00491,neutral,878,"(194.245636, -292.230896)"
n_00492,neutral,4480,"(-3992.414795, 3.217839)"
n_00493,neutral,753,"(7.836438, 1620.106079)"
n_00494,neutral,71151,"(-194.764984, -709.944092)"
n_00496,neutral,1390801,"(183.503311, 1846.056519)"
n_00497,neutral,448019,"(-119.122101, 1479.559448)"
n_00498,neutral,5438,"(1179.687378, 451.608948)"
n_00499,neutral,5738,"(-287.701782, -743.439209)"
n_005,neutral,16150,"(-3990.893799, -24218.75)"
n_0050,neutral,1628,"(714.34082, 1650.25354)"
n_00500,neutral,195,"(-4.802023, -221.359818)"
n_00501,neutral,799,"(-1154.95874, -350.407654)"
n_00503,neutral,1347,"(-767.856323, 79.460281)"
n_00505,neutral,2176,"(-821.390991, 141.1091)"
n_00506,neutral,3382,"(-163.651123, 12.43926)"
n_00507,neutral,2864,"(-4100.532227, -21.539961)"
n_00509,neutral,4201,"(-3730.855225, 44.71207)"
n_0051,neutral,11969,"(25572.007813, -15251.697266)"
n_00510,neutral,1041,"(-280.015076, -437.716431)"
n_00511,neutral,4760,"(1137.762695, 360.788513)"
n_00512,neutral,28226,"(-531.452698, -122.162003)"
n_00515,neutral,2843,"(-949.413147, 228.447723)"
n_00516,neutral,4613,"(-751.177856, 20.048542)"
n_00517,neutral,440,"(-732.055664, -51.637878)"
n_00518,neutral,396,"(384.14859, -757.1026)"
n_00519,neutral,324,"(296.020416, -958.739441)"
n_0052,neutral,250,"(376.190521, 899.986206)"
n_00522,neutral,251,"(223.58606, -711.887817)"
n_00525,neutral,802,"(282.788269, -959.713135)"
n_00526,neutral,378,"(268.952759, -985.91156)"
n_00529,neutral,1474,"(151.937714, -715.925476)"
n_00530,neutral,58,"(214.109558, -655.94043)"
n_00531,neutral,18143,"(296.196381, -972.748779)"
n_00532,neutral,3532,"(-226.713562, -217.766022)"
n_00533,neutral,2190,"(-37.035191, 1696.239868)"
n_00535,neutral,308,"(-325.531921, -486.03653)"
n_00536,neutral,1134,"(-224.081406, -818.335449)"
n_00538,neutral,873,"(123.223351, -856.36322)"
n_00539,neutral,247,"(9.017351, -1068.713745)"
n_0054,neutral,470,"(1709.093628, 532.17157)"
n_00540,neutral,195,"(16.549448, -1076.101807)"
n_00541,neutral,5601,"(98.395264, -9.218166)"
n_00542,neutral,131,"(14.147193, -1060.506104)"
n_00543,neutral,156,"(-0.187691, -1073.155762)"
n_00544,neutral,959,"(25.473969, -1062.998779)"
n_00546,neutral,190,"(123.798576, -1016.57251)"
n_00547,neutral,3120,"(121.505493, -749.966492)"
n_00548,neutral,541,"(271.424805, -878.197205)"
n_00550,neutral,304,"(156.361923, -947.912048)"
n_00551,neutral,3258,"(163.867432, -1011.84845)"
n_00553,neutral,3498,"(-19.879169, -485.13028)"
n_00554,neutral,113620,"(173.395294, -991.60437)"
n_00555,neutral,427,"(177.261841, -1120.659424)"
n_00556,neutral,176,"(-81.386108, -973.594971)"
n_0056,neutral,3206,"(-215.531677, -1201.804565)"
n_00560,neutral,221,"(132.603882, -1010.341003)"
n_00562,neutral,153,"(186.539719, -993.748108)"
n_00568,neutral,678,"(1043.353516, -108.441704)"
n_00569,neutral,9720,"(955.5802, 600.830444)"
n_0057,neutral,4870,"(25781.25, 19224.183594)"
n_00570,neutral,7419,"(594.285828, -455.770599)"
n_00571,neutral,18934,"(-3953.791016, -76.489006)"
n_00573,neutral,59,"(-66.750389, -1017.400879)"
n_00576,neutral,169,"(-1309.260864, -378.586304)"
n_00577,neutral,1163,"(221.279343, -1087.879639)"
n_00578,neutral,27839,"(-40.905994, -94.194374)"
n_00579,neutral,11145,"(-95.008804, -231.956879)"
n_0058,neutral,22537,"(-91.756203, 208.896805)"
n_00580,neutral,1571,"(1183.327881, 425.578674)"
n_00581,neutral,7420,"(-449.915283, -76.509247)"
n_00582,neutral,823,"(-725.772888, -2.504078)"
n_00583,neutral,574,"(-1228.904419, -306.185516)"
n_00584,neutral,7821,"(800.888306, 1413.911987)"
n_00585,neutral,9285,"(-53.559956, -884.250183)"
n_00587,neutral,608,"(175.007019, -1095.5448)"
n_0059,neutral,2398,"(14610.445313, -24218.75)"
n_00590,neutral,126507,"(88.734154, 1220.278076)"
n_00591,neutral,3824,"(68.757729, -953.248047)"
n_00592,neutral,30557,"(-3939.454346, 2.004972)"
n_00593,neutral,1846,"(-99.152161, -1018.592529)"
n_00594,neutral,4723,"(230.523468, 1930.867554)"
n_00595,neutral,9131,"(985.758545, 610.108521)"
n_00596,neutral,11099,"(-574.186462, 262.822937)"
n_00597,neutral,562,"(-770.438782, 5.815296)"
n_00599,neutral,10360,"(-3910.047363, 12.539093)"
n_0060,neutral,271,"(-24218.75, -1155.34668)"
n_00600,neutral,3861,"(-0.5274, -79.007744)"
n_00602,neutral,663,"(223.492432, -1000.140198)"
n_00603,neutral,283,"(310.057098, -570.44043)"
n_00605,neutral,847,"(427.041656, -606.145447)"
n_00606,neutral,1714,"(-690.089172, 183.189423)"
n_00607,neutral,1748,"(-487.174866, -284.574646)"
n_00609,neutral,149,"(47.700539, -983.22522)"
n_00610,neutral,765,"(355.583038, 1674.437378)"
n_00611,neutral,716,"(-1209.630005, -357.468933)"
n_00612,neutral,1355,"(315.549164, -529.162537)"
n_00613,neutral,560,"(334.280182, -577.878113)"
n_00614,neutral,91,"(328.508148, -509.706329)"
n_00615,neutral,14380,"(599.853333, 311.447998)"
n_00617,neutral,30381,"(243.325836, -113.214043)"
n_00619,neutral,1199,"(116.432678, -631.640625)"
n_00620,neutral,49345,"(-373.329926, 230.319229)"
n_00622,neutral,1587,"(159.646179, -958.500671)"
n_00623,neutral,401,"(-595.437927, -51.037827)"
n_00624,neutral,851,"(287.323547, -689.746338)"
n_00627,neutral,254,"(238.851746, -937.666626)"
n_00629,neutral,20191,"(46.511757, 97.695404)"
n_0063,neutral,568,"(486.586517, -885.537415)"
n_00630,neutral,1280,"(-511.140503, -282.703156)"
n_00631,neutral,1834,"(-1222.826416, -417.95694)"
n_00632,neutral,39893,"(-203.502014, 19.092676)"
n_00633,neutral,1951,"(-476.327057, -644.326111)"
n_00635,neutral,2682,"(-248.19133, -113.519363)"
n_00636,neutral,1037,"(-667.252563, -23.203035)"
n_00637,neutral,33153,"(850.105225, 714.303833)"
n_00639,neutral,2539,"(-171.29747, -644.514954)"
n_0064,neutral,696,"(228.971725, -645.935486)"
n_00641,neutral,1755,"(139.092117, -985.223694)"
n_00642,neutral,167,"(-99.528473, -194.750641)"
n_00644,neutral,558,"(121.796906, -1267.728882)"
n_00646,neutral,12352,"(18.682848, 68.410027)"
n_00647,neutral,180,"(643.374634, 1352.384766)"
n_00648,neutral,2247,"(418.510345, 1579.516724)"
n_00649,neutral,602,"(729.408081, 1566.036865)"
n_00650,neutral,1560,"(424.229584, 740.856506)"
n_00651,neutral,86,"(662.978577, 1362.221924)"
n_00652,neutral,10885,"(649.307556, 1361.758667)"
n_00653,neutral,214,"(658.674866, 1370.564453)"
n_00654,neutral,566,"(658.366699, 1353.807129)"
n_00656,neutral,387,"(53.218113, -474.113159)"
n_00657,neutral,32524,"(1055.247314, 264.582367)"
n_00659,neutral,21304,"(-313.818726, 90.533791)"
n_00660,neutral,18201,"(102.101227, -491.716034)"
n_00661,neutral,11575,"(-283.51059, -151.27475)"
n_00663,neutral,267,"(-327.048645, -174.702301)"
n_00664,neutral,4314,"(153.897629, 263.252991)"
n_00665,neutral,6975,"(-203.080612, -37.562408)"
n_00666,neutral,1540,"(-420.3573, -501.469666)"
n_00669,neutral,4617,"(-315.09259, -103.108086)"
